,Unnamed: 0,height,img_name,label,width,x,y,Path
971,971,58,n0014.mha,1,56,131,535,/proccessed_data/images/n0014.mha
972,972,35,n0161.mha,1,28,165,399,/proccessed_data/images/n0161.mha
973,973,75,n0217.mha,1,87,248,378,/proccessed_data/images/n0217.mha
974,974,57,n0004.mha,1,51,641,390,/proccessed_data/images/n0004.mha
976,976,46,n0224.mha,1,49,136,680,/proccessed_data/images/n0224.mha
982,982,47,n0476.mha,1,34,724,294,/proccessed_data/images/n0476.mha
983,983,69,n0651.mha,1,46,161,737,/proccessed_data/images/n0651.mha
984,984,63,n0705.mha,1,78,235,305,/proccessed_data/images/n0705.mha
985,985,53,n0705.mha,1,56,95,622,/proccessed_data/images/n0705.mha
986,986,43,n0705.mha,1,52,781,584,/proccessed_data/images/n0705.mha
987,987,63,n0172.mha,1,44,216,312,/proccessed_data/images/n0172.mha
989,989,45,n0062.mha,1,39,184,465,/proccessed_data/images/n0062.mha
990,990,61,n0877.mha,1,71,693,281,/proccessed_data/images/n0877.mha
992,992,65,n0276.mha,1,56,811,573,/proccessed_data/images/n0276.mha
993,993,48,n0786.mha,1,60,211,328,/proccessed_data/images/n0786.mha
994,994,87,n0131.mha,1,75,147,576,/proccessed_data/images/n0131.mha
995,995,41,n1108.mha,1,38,273,244,/proccessed_data/images/n1108.mha
997,997,59,n0046.mha,1,54,347,261,/proccessed_data/images/n0046.mha
998,998,73,n0196.mha,1,94,824,389,/proccessed_data/images/n0196.mha
999,999,55,n0196.mha,1,79,145,472,/proccessed_data/images/n0196.mha
1000,1000,45,n0685.mha,1,41,168,596,/proccessed_data/images/n0685.mha
1003,1003,54,n0880.mha,1,49,696,337,/proccessed_data/images/n0880.mha
1005,1005,54,n0509.mha,1,59,833,731,/proccessed_data/images/n0509.mha
1008,1008,42,n0347.mha,1,54,148,522,/proccessed_data/images/n0347.mha
1010,1010,57,n0915.mha,1,42,191,769,/proccessed_data/images/n0915.mha
1011,1011,74,n1073.mha,1,73,801,326,/proccessed_data/images/n1073.mha
1012,1012,49,n0821.mha,1,35,210,594,/proccessed_data/images/n0821.mha
1013,1013,89,n0821.mha,1,47,150,529,/proccessed_data/images/n0821.mha
1014,1014,67,n0821.mha,1,48,306,724,/proccessed_data/images/n0821.mha
1015,1015,29,n0671.mha,1,36,246,407,/proccessed_data/images/n0671.mha
1018,1018,72,n0431.mha,1,78,246,777,/proccessed_data/images/n0431.mha
1019,1019,39,n0835.mha,1,31,58,823,/proccessed_data/images/n0835.mha
1020,1020,84,n0949.mha,1,68,183,535,/proccessed_data/images/n0949.mha
1021,1021,37,n0658.mha,1,32,151,531,/proccessed_data/images/n0658.mha
1022,1022,36,n0819.mha,1,36,128,655,/proccessed_data/images/n0819.mha
1023,1023,58,n0483.mha,1,64,190,350,/proccessed_data/images/n0483.mha
1024,1024,80,n0483.mha,1,70,791,657,/proccessed_data/images/n0483.mha
1025,1025,66,n0673.mha,1,66,231,371,/proccessed_data/images/n0673.mha
1027,1027,41,n0345.mha,1,35,858,636,/proccessed_data/images/n0345.mha
1028,1028,67,n1046.mha,1,79,238,250,/proccessed_data/images/n1046.mha
1029,1029,90,n0922.mha,1,89,195,305,/proccessed_data/images/n0922.mha
1030,1030,54,n0587.mha,1,46,856,568,/proccessed_data/images/n0587.mha
1031,1031,34,n0587.mha,1,34,187,624,/proccessed_data/images/n0587.mha
1032,1032,74,n0895.mha,1,70,123,451,/proccessed_data/images/n0895.mha
1033,1033,51,n0216.mha,1,37,157,596,/proccessed_data/images/n0216.mha
1034,1034,55,n0216.mha,1,75,184,538,/proccessed_data/images/n0216.mha
1035,1035,79,n0441.mha,1,72,177,405,/proccessed_data/images/n0441.mha
1036,1036,59,n0096.mha,1,68,366,207,/proccessed_data/images/n0096.mha
1040,1040,104,n1106.mha,1,89,255,623,/proccessed_data/images/n1106.mha
1041,1041,39,n0735.mha,1,61,290,535,/proccessed_data/images/n0735.mha
1042,1042,44,n0810.mha,1,47,134,689,/proccessed_data/images/n0810.mha
1045,1045,40,n0669.mha,1,50,228,611,/proccessed_data/images/n0669.mha
1048,1048,28,n0413.mha,1,32,869,677,/proccessed_data/images/n0413.mha
1049,1049,47,n0413.mha,1,32,907,649,/proccessed_data/images/n0413.mha
1050,1050,30,n0584.mha,1,41,201,358,/proccessed_data/images/n0584.mha
1051,1051,41,n0120.mha,1,36,853,740,/proccessed_data/images/n0120.mha
1054,1054,57,n0913.mha,1,52,234,615,/proccessed_data/images/n0913.mha
1056,1056,47,n0333.mha,1,43,827,555,/proccessed_data/images/n0333.mha
1057,1057,99,n0146.mha,1,84,90,604,/proccessed_data/images/n0146.mha
1058,1058,57,n0268.mha,1,53,619,656,/proccessed_data/images/n0268.mha
1059,1059,49,n0891.mha,1,45,665,662,/proccessed_data/images/n0891.mha
1061,1061,42,n0238.mha,1,56,888,753,/proccessed_data/images/n0238.mha
1063,1063,103,n0214.mha,1,89,170,568,/proccessed_data/images/n0214.mha
1064,1064,76,n0539.mha,1,72,830,567,/proccessed_data/images/n0539.mha
1065,1065,61,n0249.mha,1,77,222,237,/proccessed_data/images/n0249.mha
1066,1066,44,n0260.mha,1,41,190,376,/proccessed_data/images/n0260.mha
1067,1067,50,n0261.mha,1,37,834,657,/proccessed_data/images/n0261.mha
1068,1068,65,n0977.mha,1,54,208,674,/proccessed_data/images/n0977.mha
1070,1070,62,n0193.mha,1,51,209,423,/proccessed_data/images/n0193.mha
1071,1071,55,n0511.mha,1,59,711,428,/proccessed_data/images/n0511.mha
1072,1072,41,n0221.mha,1,45,735,650,/proccessed_data/images/n0221.mha
1073,1073,46,n0221.mha,1,47,737,692,/proccessed_data/images/n0221.mha
1074,1074,40,n0221.mha,1,39,298,590,/proccessed_data/images/n0221.mha
1075,1075,52,n0851.mha,1,42,253,266,/proccessed_data/images/n0851.mha
1076,1076,90,n0439.mha,1,83,796,360,/proccessed_data/images/n0439.mha
1078,1078,107,n1060.mha,1,83,236,778,/proccessed_data/images/n1060.mha
1079,1079,61,n0255.mha,1,49,193,412,/proccessed_data/images/n0255.mha
1080,1080,66,n1122.mha,1,56,89,683,/proccessed_data/images/n1122.mha
1081,1081,51,n1122.mha,1,38,679,405,/proccessed_data/images/n1122.mha
1084,1084,74,n1043.mha,1,59,175,651,/proccessed_data/images/n1043.mha
1085,1085,85,n0504.mha,1,68,79,719,/proccessed_data/images/n0504.mha
1086,1086,70,n0421.mha,1,73,714,720,/proccessed_data/images/n0421.mha
1087,1087,89,n1015.mha,1,63,362,563,/proccessed_data/images/n1015.mha
1088,1088,38,n0248.mha,1,43,821,681,/proccessed_data/images/n0248.mha
1092,1092,77,n0490.mha,1,64,193,718,/proccessed_data/images/n0490.mha
1093,1093,63,n0206.mha,1,67,145,396,/proccessed_data/images/n0206.mha
1097,1097,51,n0300.mha,1,49,286,714,/proccessed_data/images/n0300.mha
1098,1098,58,n0542.mha,1,73,241,648,/proccessed_data/images/n0542.mha
1099,1099,74,n0855.mha,1,55,89,727,/proccessed_data/images/n0855.mha
1100,1100,43,n0126.mha,1,47,157,609,/proccessed_data/images/n0126.mha
1101,1101,48,n0037.mha,1,37,786,346,/proccessed_data/images/n0037.mha
1102,1102,101,n0037.mha,1,91,757,555,/proccessed_data/images/n0037.mha
1103,1103,53,n0037.mha,1,44,92,817,/proccessed_data/images/n0037.mha
1104,1104,39,n0330.mha,1,42,94,410,/proccessed_data/images/n0330.mha
1106,1106,73,n0597.mha,1,68,799,229,/proccessed_data/images/n0597.mha
1108,1108,56,n0560.mha,1,49,763,352,/proccessed_data/images/n0560.mha
1109,1109,67,n0042.mha,1,48,845,804,/proccessed_data/images/n0042.mha
1110,1110,47,n1133.mha,1,49,751,641,/proccessed_data/images/n1133.mha
1111,1111,54,n0154.mha,1,44,357,375,/proccessed_data/images/n0154.mha
1112,1112,34,n0154.mha,1,40,237,384,/proccessed_data/images/n0154.mha
1114,1114,53,n0694.mha,1,68,130,691,/proccessed_data/images/n0694.mha
1115,1115,71,n0694.mha,1,75,222,744,/proccessed_data/images/n0694.mha
1116,1116,120,n0610.mha,1,99,94,524,/proccessed_data/images/n0610.mha
1118,1118,76,n0755.mha,1,88,719,459,/proccessed_data/images/n0755.mha
1119,1119,67,n0057.mha,1,66,745,333,/proccessed_data/images/n0057.mha
1120,1120,49,n0064.mha,1,43,794,354,/proccessed_data/images/n0064.mha
1121,1121,77,n0061.mha,1,80,713,454,/proccessed_data/images/n0061.mha
1122,1122,110,n0061.mha,1,109,241,216,/proccessed_data/images/n0061.mha
1124,1124,54,n1013.mha,1,46,914,873,/proccessed_data/images/n1013.mha
1127,1127,83,n0213.mha,1,105,354,290,/proccessed_data/images/n0213.mha
1128,1128,46,n1006.mha,1,39,813,551,/proccessed_data/images/n1006.mha
1131,1131,42,n1045.mha,1,34,114,668,/proccessed_data/images/n1045.mha
1132,1132,56,n1072.mha,1,39,755,441,/proccessed_data/images/n1072.mha
1133,1133,44,n1072.mha,1,47,796,553,/proccessed_data/images/n1072.mha
1137,1137,63,n0374.mha,1,53,263,730,/proccessed_data/images/n0374.mha
1138,1138,47,n0174.mha,1,43,79,662,/proccessed_data/images/n0174.mha
1139,1139,46,n0174.mha,1,48,112,766,/proccessed_data/images/n0174.mha
1140,1140,49,n0174.mha,1,56,66,949,/proccessed_data/images/n0174.mha
1141,1141,80,n0932.mha,1,77,188,511,/proccessed_data/images/n0932.mha
1143,1143,48,n0745.mha,1,48,234,394,/proccessed_data/images/n0745.mha
1145,1145,69,n1053.mha,1,80,204,465,/proccessed_data/images/n1053.mha
1146,1146,60,n0326.mha,1,56,218,469,/proccessed_data/images/n0326.mha
1147,1147,66,n0782.mha,1,65,739,643,/proccessed_data/images/n0782.mha
1149,1149,47,n0280.mha,1,61,785,582,/proccessed_data/images/n0280.mha
1150,1150,23,n0599.mha,1,26,262,560,/proccessed_data/images/n0599.mha
1151,1151,27,n0599.mha,1,26,276,536,/proccessed_data/images/n0599.mha
1152,1152,28,n0599.mha,1,19,293,555,/proccessed_data/images/n0599.mha
1158,1158,77,n0160.mha,1,69,678,727,/proccessed_data/images/n0160.mha
1159,1159,64,n0841.mha,1,88,279,208,/proccessed_data/images/n0841.mha
1160,1160,65,n0314.mha,1,63,866,748,/proccessed_data/images/n0314.mha
1162,1162,42,n0592.mha,1,35,183,218,/proccessed_data/images/n0592.mha
1163,1163,148,n0662.mha,1,153,692,579,/proccessed_data/images/n0662.mha
1165,1165,48,n0670.mha,1,62,155,537,/proccessed_data/images/n0670.mha
1166,1166,100,n0586.mha,1,64,152,426,/proccessed_data/images/n0586.mha
1167,1167,101,n0170.mha,1,87,842,581,/proccessed_data/images/n0170.mha
1169,1169,59,n0088.mha,1,65,334,213,/proccessed_data/images/n0088.mha
1170,1170,56,n1113.mha,1,45,818,566,/proccessed_data/images/n1113.mha
1171,1171,57,n0941.mha,1,62,693,746,/proccessed_data/images/n0941.mha
1175,1175,66,n0251.mha,1,73,716,435,/proccessed_data/images/n0251.mha
1176,1176,46,n0487.mha,1,52,814,717,/proccessed_data/images/n0487.mha
1177,1177,123,n0569.mha,1,62,723,698,/proccessed_data/images/n0569.mha
1178,1178,95,n0469.mha,1,90,581,754,/proccessed_data/images/n0469.mha
1179,1179,38,n0127.mha,1,42,122,627,/proccessed_data/images/n0127.mha
1181,1181,130,n0663.mha,1,132,792,655,/proccessed_data/images/n0663.mha
1183,1183,67,n0657.mha,1,67,269,345,/proccessed_data/images/n0657.mha
1184,1184,47,n0893.mha,1,45,911,766,/proccessed_data/images/n0893.mha
1185,1185,114,n0729.mha,1,117,197,211,/proccessed_data/images/n0729.mha
1187,1187,88,n0566.mha,1,63,137,396,/proccessed_data/images/n0566.mha
1189,1189,49,n0416.mha,1,39,867,550,/proccessed_data/images/n0416.mha
1190,1190,73,n0846.mha,1,77,105,720,/proccessed_data/images/n0846.mha
1192,1192,33,n0401.mha,1,44,207,353,/proccessed_data/images/n0401.mha
1195,1195,44,n0966.mha,1,47,174,682,/proccessed_data/images/n0966.mha
1196,1196,80,n1063.mha,1,100,279,154,/proccessed_data/images/n1063.mha
1197,1197,73,n0575.mha,1,50,253,683,/proccessed_data/images/n0575.mha
1198,1198,51,n0948.mha,1,43,156,700,/proccessed_data/images/n0948.mha
1199,1199,46,n0095.mha,1,44,855,697,/proccessed_data/images/n0095.mha
1201,1201,51,n0089.mha,1,40,147,651,/proccessed_data/images/n0089.mha
1203,1203,59,n0625.mha,1,64,285,421,/proccessed_data/images/n0625.mha
1206,1206,79,n0925.mha,1,40,148,373,/proccessed_data/images/n0925.mha
1208,1208,65,n0591.mha,1,64,747,265,/proccessed_data/images/n0591.mha
1209,1209,82,n0591.mha,1,65,130,708,/proccessed_data/images/n0591.mha
1210,1210,55,n0868.mha,1,35,812,223,/proccessed_data/images/n0868.mha
1211,1211,61,n0848.mha,1,66,731,537,/proccessed_data/images/n0848.mha
1212,1212,66,n0400.mha,1,57,174,603,/proccessed_data/images/n0400.mha
1213,1213,50,n1042.mha,1,48,251,320,/proccessed_data/images/n1042.mha
1214,1214,64,n0639.mha,1,63,266,700,/proccessed_data/images/n0639.mha
1215,1215,52,n0598.mha,1,67,163,383,/proccessed_data/images/n0598.mha
1219,1219,67,n0574.mha,1,72,215,344,/proccessed_data/images/n0574.mha
1220,1220,58,n0970.mha,1,72,686,380,/proccessed_data/images/n0970.mha
1221,1221,101,n0507.mha,1,94,178,371,/proccessed_data/images/n0507.mha
1222,1222,95,n0507.mha,1,83,775,350,/proccessed_data/images/n0507.mha
1223,1223,58,n0365.mha,1,57,211,661,/proccessed_data/images/n0365.mha
1224,1224,38,n0510.mha,1,41,355,215,/proccessed_data/images/n0510.mha
1225,1225,35,n1037.mha,1,35,304,232,/proccessed_data/images/n1037.mha
1227,1227,75,n0692.mha,1,66,116,556,/proccessed_data/images/n0692.mha
1228,1228,61,n0178.mha,1,61,726,366,/proccessed_data/images/n0178.mha
1231,1231,111,n0635.mha,1,90,103,622,/proccessed_data/images/n0635.mha
1232,1232,39,n0338.mha,1,54,365,716,/proccessed_data/images/n0338.mha
1233,1233,52,n0397.mha,1,49,790,388,/proccessed_data/images/n0397.mha
1234,1234,84,n0397.mha,1,91,287,459,/proccessed_data/images/n0397.mha
1237,1237,61,n0053.mha,1,60,161,259,/proccessed_data/images/n0053.mha
1240,1240,63,n0218.mha,1,49,814,561,/proccessed_data/images/n0218.mha
1244,1244,114,n1100.mha,1,103,672,472,/proccessed_data/images/n1100.mha
1246,1246,65,n0455.mha,1,59,264,607,/proccessed_data/images/n0455.mha
1248,1248,62,n0593.mha,1,55,78,752,/proccessed_data/images/n0593.mha
1250,1250,46,n0041.mha,1,47,59,704,/proccessed_data/images/n0041.mha
1251,1251,53,n0137.mha,1,56,792,620,/proccessed_data/images/n0137.mha
1254,1254,54,n0318.mha,1,62,292,358,/proccessed_data/images/n0318.mha
1255,1255,58,n0981.mha,1,55,798,608,/proccessed_data/images/n0981.mha
1257,1257,48,n0212.mha,1,46,199,624,/proccessed_data/images/n0212.mha
1260,1260,29,n1097.mha,1,29,717,256,/proccessed_data/images/n1097.mha
1261,1261,72,n0756.mha,1,73,214,814,/proccessed_data/images/n0756.mha
1262,1262,60,n0134.mha,1,60,781,625,/proccessed_data/images/n0134.mha
1264,1264,50,n0649.mha,1,50,174,444,/proccessed_data/images/n0649.mha
1268,1268,100,n0278.mha,1,101,244,102,/proccessed_data/images/n0278.mha
1270,1270,43,n0084.mha,1,43,792,474,/proccessed_data/images/n0084.mha
1271,1271,47,n0325.mha,1,47,241,576,/proccessed_data/images/n0325.mha
1272,1272,62,n0965.mha,1,62,219,343,/proccessed_data/images/n0965.mha
1273,1273,37,n0829.mha,1,37,802,460,/proccessed_data/images/n0829.mha
1275,1275,105,n0162.mha,1,104,212,324,/proccessed_data/images/n0162.mha
1276,1276,67,n0774.mha,1,67,733,466,/proccessed_data/images/n0774.mha
1278,1278,60,n0019.mha,1,60,859,575,/proccessed_data/images/n0019.mha
1279,1279,43,n0269.mha,1,44,153,528,/proccessed_data/images/n0269.mha
1280,1280,40,n0552.mha,1,41,190,322,/proccessed_data/images/n0552.mha
1281,1281,31,n0561.mha,1,30,794,299,/proccessed_data/images/n0561.mha
1282,1282,52,n1047.mha,1,52,142,412,/proccessed_data/images/n1047.mha
1284,1284,63,n0408.mha,1,62,226,282,/proccessed_data/images/n0408.mha
1285,1285,80,n0168.mha,1,80,201,661,/proccessed_data/images/n0168.mha
1289,1289,103,n0071.mha,1,103,270,788,/proccessed_data/images/n0071.mha
1290,1290,41,n0245.mha,1,41,214,575,/proccessed_data/images/n0245.mha
1291,1291,43,n1131.mha,1,42,747,183,/proccessed_data/images/n1131.mha
1294,1294,59,n0489.mha,1,59,169,413,/proccessed_data/images/n0489.mha
1295,1295,71,n0701.mha,1,71,172,374,/proccessed_data/images/n0701.mha
1296,1296,38,n0778.mha,1,38,333,101,/proccessed_data/images/n0778.mha
1298,1298,54,n0094.mha,1,55,790,206,/proccessed_data/images/n0094.mha
1300,1300,98,n0719.mha,1,98,637,775,/proccessed_data/images/n0719.mha
1302,1302,56,n0646.mha,1,56,242,345,/proccessed_data/images/n0646.mha
1304,1304,49,n0070.mha,1,49,249,279,/proccessed_data/images/n0070.mha
1309,1309,67,n0826.mha,1,68,129,493,/proccessed_data/images/n0826.mha
1310,1310,97,n0885.mha,1,97,156,727,/proccessed_data/images/n0885.mha
1311,1311,55,n1022.mha,1,55,99,619,/proccessed_data/images/n1022.mha
1314,1314,87,n0470.mha,1,87,202,362,/proccessed_data/images/n0470.mha
1316,1316,50,n0189.mha,1,51,286,257,/proccessed_data/images/n0189.mha
1317,1317,48,n0751.mha,1,48,779,513,/proccessed_data/images/n0751.mha
1319,1319,34,n0603.mha,1,34,236,442,/proccessed_data/images/n0603.mha
1321,1321,76,n0449.mha,1,75,272,268,/proccessed_data/images/n0449.mha
1322,1322,91,n0291.mha,1,91,237,231,/proccessed_data/images/n0291.mha
1323,1323,36,n0938.mha,1,36,864,288,/proccessed_data/images/n0938.mha
1325,1325,43,n0758.mha,1,44,839,438,/proccessed_data/images/n0758.mha
1326,1326,49,n0822.mha,1,49,855,662,/proccessed_data/images/n0822.mha
1329,1329,55,n0768.mha,1,55,208,540,/proccessed_data/images/n0768.mha
1330,1330,86,n0551.mha,1,86,661,141,/proccessed_data/images/n0551.mha
1332,1332,42,n0236.mha,1,42,831,273,/proccessed_data/images/n0236.mha
1333,1333,47,n1065.mha,1,48,233,178,/proccessed_data/images/n1065.mha
1334,1334,34,n1129.mha,1,34,226,310,/proccessed_data/images/n1129.mha
1335,1335,69,n0227.mha,1,68,190,137,/proccessed_data/images/n0227.mha
1336,1336,39,n0502.mha,1,40,307,119,/proccessed_data/images/n0502.mha
1337,1337,52,n0244.mha,1,52,708,785,/proccessed_data/images/n0244.mha
1343,1343,36,n0869.mha,1,37,130,562,/proccessed_data/images/n0869.mha
1344,1344,84,n0780.mha,1,84,193,253,/proccessed_data/images/n0780.mha
1346,1346,50,n0985.mha,1,50,151,325,/proccessed_data/images/n0985.mha
1348,1348,37,n0947.mha,1,38,167,315,/proccessed_data/images/n0947.mha
1350,1350,45,n0588.mha,1,45,266,144,/proccessed_data/images/n0588.mha
1351,1351,35,n0677.mha,1,36,217,566,/proccessed_data/images/n0677.mha
1352,1352,34,n0508.mha,1,34,858,731,/proccessed_data/images/n0508.mha
1356,1356,46,n0101.mha,1,46,847,429,/proccessed_data/images/n0101.mha
1360,1360,52,n0021.mha,1,51,267,129,/proccessed_data/images/n0021.mha
1362,1362,70,n0024.mha,1,70,149,619,/proccessed_data/images/n0024.mha
1363,1363,66,n0308.mha,1,66,791,159,/proccessed_data/images/n0308.mha
1364,1364,62,n0179.mha,1,62,791,188,/proccessed_data/images/n0179.mha
1369,1369,92,n0184.mha,1,93,202,254,/proccessed_data/images/n0184.mha
1373,1373,47,n0934.mha,1,47,323,122,/proccessed_data/images/n0934.mha
1374,1374,37,n0882.mha,1,36,674,727,/proccessed_data/images/n0882.mha
1375,1375,31,n0741.mha,1,31,791,720,/proccessed_data/images/n0741.mha
1376,1376,62,n0359.mha,1,62,614,636,/proccessed_data/images/n0359.mha
1379,1379,74,n0800.mha,1,74,349,574,/proccessed_data/images/n0800.mha
1380,1380,26,n0293.mha,1,26,181,516,/proccessed_data/images/n0293.mha
1381,1381,71,n0182.mha,1,71,689,756,/proccessed_data/images/n0182.mha
1382,1382,48,n0638.mha,1,48,780,369,/proccessed_data/images/n0638.mha
1383,1383,51,n1104.mha,1,51,219,595,/proccessed_data/images/n1104.mha
1384,1384,41,n0148.mha,1,40,147,672,/proccessed_data/images/n0148.mha
1385,1385,60,n0621.mha,1,60,300,186,/proccessed_data/images/n0621.mha
1386,1386,56,n0085.mha,1,56,864,754,/proccessed_data/images/n0085.mha
1387,1387,36,n0444.mha,1,36,148,462,/proccessed_data/images/n0444.mha
1388,1388,27,n1070.mha,1,26,191,649,/proccessed_data/images/n1070.mha
1389,1389,104,n0349.mha,1,104,316,467,/proccessed_data/images/n0349.mha
1391,1391,67,n0371.mha,1,66,830,470,/proccessed_data/images/n0371.mha
1392,1392,26,n0612.mha,1,26,219,307,/proccessed_data/images/n0612.mha
1394,1394,99,n0145.mha,1,99,351,696,/proccessed_data/images/n0145.mha
1395,1395,102,n1034.mha,1,102,202,413,/proccessed_data/images/n1034.mha
1396,1396,44,n0453.mha,1,44,847,562,/proccessed_data/images/n0453.mha
1399,1399,37,n0452.mha,1,37,823,521,/proccessed_data/images/n0452.mha
1402,1402,76,n0582.mha,1,77,210,546,/proccessed_data/images/n0582.mha
1404,1404,74,n0558.mha,1,75,760,435,/proccessed_data/images/n0558.mha
1410,1410,107,n0642.mha,1,112,781,697,/proccessed_data/images/n0642.mha
1418,1418,34,n0422.mha,1,43,244,189,/proccessed_data/images/n0422.mha
1421,1421,42,n0078.mha,1,40,674,817,/proccessed_data/images/n0078.mha
1422,1422,55,n0960.mha,1,38,650,854,/proccessed_data/images/n0960.mha
1424,1424,36,n0616.mha,1,49,783,420,/proccessed_data/images/n0616.mha
1427,1427,143,n0114.mha,1,120,226,391,/proccessed_data/images/n0114.mha
1428,1428,59,n0559.mha,1,46,138,532,/proccessed_data/images/n0559.mha
1431,1431,47,n0664.mha,1,42,120,320,/proccessed_data/images/n0664.mha
1432,1432,72,n0664.mha,1,60,353,394,/proccessed_data/images/n0664.mha
1437,1437,39,n0728.mha,1,34,165,740,/proccessed_data/images/n0728.mha
1439,1439,44,n0555.mha,1,43,316,353,/proccessed_data/images/n0555.mha
1441,1441,48,n0971.mha,1,41,804,482,/proccessed_data/images/n0971.mha
1449,1449,82,n0181.mha,1,72,88,783,/proccessed_data/images/n0181.mha
1452,1452,36,n1050.mha,1,24,176,740,/proccessed_data/images/n1050.mha
1454,1454,82,n0122.mha,1,70,220,244,/proccessed_data/images/n0122.mha
1455,1455,86,n0433.mha,1,64,737,399,/proccessed_data/images/n0433.mha
1459,1459,59,n0653.mha,1,68,191,610,/proccessed_data/images/n0653.mha
1461,1461,39,n0644.mha,1,41,212,553,/proccessed_data/images/n0644.mha
1462,1462,59,n0644.mha,1,60,193,663,/proccessed_data/images/n0644.mha
1463,1463,53,n0069.mha,1,52,188,562,/proccessed_data/images/n0069.mha
1464,1464,76,n0974.mha,1,76,859,391,/proccessed_data/images/n0974.mha
1465,1465,86,n0796.mha,1,82,383,534,/proccessed_data/images/n0796.mha
1467,1467,74,n0426.mha,1,73,808,480,/proccessed_data/images/n0426.mha
1469,1469,54,n0525.mha,1,49,147,509,/proccessed_data/images/n0525.mha
1470,1470,49,n0375.mha,1,53,131,517,/proccessed_data/images/n0375.mha
1472,1472,118,n0118.mha,1,105,190,670,/proccessed_data/images/n0118.mha
1473,1473,35,n0118.mha,1,42,253,515,/proccessed_data/images/n0118.mha
1476,1476,0,c0001.mha,0,0,0,0,/proccessed_data/images/c0001.mha
1477,1477,0,c0013.mha,0,0,0,0,/proccessed_data/images/c0013.mha
1479,1479,0,c0021.mha,0,0,0,0,/proccessed_data/images/c0021.mha
1482,1482,0,c0029.mha,0,0,0,0,/proccessed_data/images/c0029.mha
1483,1483,0,c0032.mha,0,0,0,0,/proccessed_data/images/c0032.mha
1484,1484,0,c0034.mha,0,0,0,0,/proccessed_data/images/c0034.mha
1486,1486,0,c0037.mha,0,0,0,0,/proccessed_data/images/c0037.mha
1487,1487,0,c0040.mha,0,0,0,0,/proccessed_data/images/c0040.mha
1488,1488,0,c0041.mha,0,0,0,0,/proccessed_data/images/c0041.mha
1489,1489,0,c0045.mha,0,0,0,0,/proccessed_data/images/c0045.mha
1491,1491,0,c0048.mha,0,0,0,0,/proccessed_data/images/c0048.mha
1492,1492,0,c0050.mha,0,0,0,0,/proccessed_data/images/c0050.mha
1494,1494,0,c0056.mha,0,0,0,0,/proccessed_data/images/c0056.mha
1495,1495,0,c0057.mha,0,0,0,0,/proccessed_data/images/c0057.mha
1497,1497,0,c0060.mha,0,0,0,0,/proccessed_data/images/c0060.mha
1498,1498,0,c0061.mha,0,0,0,0,/proccessed_data/images/c0061.mha
1500,1500,0,c0065.mha,0,0,0,0,/proccessed_data/images/c0065.mha
1501,1501,0,c0066.mha,0,0,0,0,/proccessed_data/images/c0066.mha
1503,1503,0,c0070.mha,0,0,0,0,/proccessed_data/images/c0070.mha
1504,1504,0,c0072.mha,0,0,0,0,/proccessed_data/images/c0072.mha
1506,1506,0,c0084.mha,0,0,0,0,/proccessed_data/images/c0084.mha
1507,1507,0,c0086.mha,0,0,0,0,/proccessed_data/images/c0086.mha
1508,1508,0,c0088.mha,0,0,0,0,/proccessed_data/images/c0088.mha
1509,1509,0,c0089.mha,0,0,0,0,/proccessed_data/images/c0089.mha
1510,1510,0,c0090.mha,0,0,0,0,/proccessed_data/images/c0090.mha
1511,1511,0,c0093.mha,0,0,0,0,/proccessed_data/images/c0093.mha
1513,1513,0,c0098.mha,0,0,0,0,/proccessed_data/images/c0098.mha
1515,1515,0,c0103.mha,0,0,0,0,/proccessed_data/images/c0103.mha
1516,1516,0,c0105.mha,0,0,0,0,/proccessed_data/images/c0105.mha
1519,1519,0,c0121.mha,0,0,0,0,/proccessed_data/images/c0121.mha
1520,1520,0,c0123.mha,0,0,0,0,/proccessed_data/images/c0123.mha
1521,1521,0,c0125.mha,0,0,0,0,/proccessed_data/images/c0125.mha
1522,1522,0,c0139.mha,0,0,0,0,/proccessed_data/images/c0139.mha
1525,1525,0,c0163.mha,0,0,0,0,/proccessed_data/images/c0163.mha
1526,1526,0,c0165.mha,0,0,0,0,/proccessed_data/images/c0165.mha
1527,1527,0,c0169.mha,0,0,0,0,/proccessed_data/images/c0169.mha
1528,1528,0,c0171.mha,0,0,0,0,/proccessed_data/images/c0171.mha
1529,1529,0,c0172.mha,0,0,0,0,/proccessed_data/images/c0172.mha
1530,1530,0,c0180.mha,0,0,0,0,/proccessed_data/images/c0180.mha
1532,1532,0,c0186.mha,0,0,0,0,/proccessed_data/images/c0186.mha
1534,1534,0,c0188.mha,0,0,0,0,/proccessed_data/images/c0188.mha
1535,1535,0,c0189.mha,0,0,0,0,/proccessed_data/images/c0189.mha
1536,1536,0,c0195.mha,0,0,0,0,/proccessed_data/images/c0195.mha
1537,1537,0,c0196.mha,0,0,0,0,/proccessed_data/images/c0196.mha
1538,1538,0,c0198.mha,0,0,0,0,/proccessed_data/images/c0198.mha
1541,1541,0,c0202.mha,0,0,0,0,/proccessed_data/images/c0202.mha
1542,1542,0,c0206.mha,0,0,0,0,/proccessed_data/images/c0206.mha
1543,1543,0,c0210.mha,0,0,0,0,/proccessed_data/images/c0210.mha
1545,1545,0,c0214.mha,0,0,0,0,/proccessed_data/images/c0214.mha
